x	MP_1804_P12_Ob	MP_1804_P12_Ve	MP_1804_P22_ObB	MP_1804_P22_VeA	MP_1804_P22_Ve	MP_1804_P28_ObA	MP_1804_P28_ObB	MP_1804_P28_VeA	MP_1804_P28_Ve	MP_1804_P38_Ob	MP_1804_P38_Ve	MP_1804_P402_ObB	MP_1804_P402_Ve	MP_1804_P4_ObA	MP_1804_P4_ObB	MP_1804_P4_VeA	MP_1804_P4_Ve	MP_1804_P8_Ob	MP_1804_P8_Ve	MP_1806_CA042_1B	MP_1806_CA042_2B	MP_1806_CA042_3B	MP_1807_P12_ObA	MP_1807_P12_VeA	MP_1807_P12_Ve	MP_1807_P22_ObB	MP_1807_P22_Ve	MP_1807_P28_ObA	MP_1807_P28_ObB	MP_1807_P28_VeA	MP_1807_P28_Ve	MP_1807_P38_VeB	MP_1807_P38_Ve	MP_1807_P402_ObB	MP_1807_P402_Ob	MP_1807_P402_Ve	MP_1807_P4_ObB	MP_1807_P4_VeA	MP_1807_P4_Ve	MP_1807_P8_ObB	MP_1807_P8_Ob	MP_1807_P8_Ve	MP_1809_P12_Ob	MP_1809_P12_Ve	MP_1809_P22_Ob	MP_1809_P22_Ve	MP_1809_P28_Ob	MP_1809_P28_Ve	MP_1809_P38_Ob	MP_1809_P38_Ve	MP_1809_P402_Ob	MP_1809_P402_Ve	MP_1809_P4_Ob	MP_1809_P4_Ve	MP_1809_P8_Ob	MP_1809_P8_Ve	MP_1904_P12_Ob	MP_1904_P12_Ve	MP_1904_P22_ObA	MP_1904_P22_ObB	MP_1904_P22_VeA	MP_1904_P22_VeB	MP_1904_P22_Ve	MP_1904_P28_Ve	MP_1904_P38_ObA	MP_1904_P38_ObB	MP_1904_P38_Ob	MP_1904_P38_VeA	MP_1904_P38_VeB	MP_1904_P38_Ve	MP_1904_P402_Ob	MP_1904_P402_Ve	MP_1904_P4_Ob	MP_1904_P4_Ve	MP_1904_P8_Ob	MP_1904_P8_Ve	MP_1907_P12_ObA	MP_1907_P12_ObB	MP_1907_P12_VeA	MP_1907_P12_Ve	MP_1907_P22_ObA	MP_1907_P22_ObB	MP_1907_P22_Ve	MP_1907_P28_ObA	MP_1907_P28_Ve	MP_1907_P38_ObA	MP_1907_P38_Ob	MP_1907_P38_VeA	MP_1907_P38_Ve	MP_1907_P402_ObA	MP_1907_P402_ObB	MP_1907_P402_VeA	MP_1907_P402_Ve	MP_1907_P4_ObB	MP_1907_P4_Ve	MP_1907_P8_ObA	MP_1907_P8_Ob	MP_1907_P8_VeA	MP_1907_P8_Ve	MP_1909_CA042_1B	MP_1909_CA042_2B	MP_1909_CA042_3B	MP_1909_P12_ObA	MP_1909_P12_VeA	MP_1909_P12_VeB	MP_1909_P12_Ve	MP_1909_P22_ObA	MP_1909_P22_ObB	MP_1909_P22_Ob	MP_1909_P22_VeA	MP_1909_P22_VeB	MP_1909_P28_ObA	MP_1909_P28_ObB	MP_1909_P28_VeA	MP_1909_P28_VeB	MP_1909_P28_Ve	MP_1909_P38_ObA	MP_1909_P38_Ob	MP_1909_P38_VeA	MP_1909_P38_VeB	MP_1909_P38_Ve	MP_1909_P402_Ve	MP_1909_P4_VeB	MP_1909_P4_Ve	MP_1909_P8_ObA	MP_1909_P8_Ob	MP_1909_P8_VeA	MP_1909_P8_Ve	MP_2007_P12_ObB	MP_2007_P12_VeB	MP_2007_P22_ObB	MP_2007_P22_VeA	MP_2007_P28_ObA	MP_2007_P28_ObB	MP_2007_P28_VeA	MP_2007_P38_ObB	MP_2007_P38_VeA	MP_2007_P38_VeB	MP_2007_P402_ObB	MP_2007_P402_VeB	MP_2007_P4_ObB	MP_2007_P4_VeB	MP_2007_P8_ObB	MP_2007_P8_VeB	MP_2009_P12_ObA	MP_2009_P12_VeB	MP_2009_P22_ObB	MP_2009_P22_VeB	MP_2009_P28_ObB	MP_2009_P28_VeA	MP_2009_P28_VeB	MP_2009_P38_ObB	MP_2009_P38_VeB	MP_2009_P402_ObB	MP_2009_P402_VeB	MP_2009_P4_ObB	MP_2009_P4_VeB	MP_2009_P8_ObB	MP_2009_P8_VeB	MP_2010_P105_ObB	MP_2010_P105_VeB	MP_2010_P123_ObB	MP_2010_P123_VeA	MP_2010_P123_VeB	MP_2010_P132_ObB	MP_2010_P132_VeB	MP_2010_P136_ObB	MP_2010_P136_VeB	MP_2010_P22_ObB	MP_2010_P22_VeB	MP_2010_P28_ObA	MP_2010_P28_VeA	MP_2010_P28_VeB	MP_2010_P381_ObB	MP_2010_P7_ObB	MP_2010_P7_VeB	MP_Control1
ASV_22	107	599	0	0	1	2	17	3	70	20	2	565	161	3	1	4	3	61	5	0	0	0	3	0	3	0	0	0	0	1	0	0	104	445	952	467	1026	422	830	0	8	540	0	1	53	15	2	0	1667	7	182	24	44	306	280	372	115	27	0	0	0	0	0	3	0	0	1	17	10	2	13	229	23	147	0	1	3	0	0	0	3	0	0	0	0	77	57	0	114	0	1235	108	1256	1025	238	0	2	0	0	5	29	10	222	5	165	271	0	134	0	0	0	0	0	0	0	1	19	4	0	1	7	8467	304	921	0	22	11	10	3	0	1	4	0	0	0	0	0	0	65	44	297	64	0	0	23	8	1335	225	0	0	0	65	6	602	1533	361	127	336	194	10	12	39	0	34	2	70	108	53	121	205	0	1	1	615	165	17	0
ASV_23	124	617	3	0	1	0	15	0	63	21	0	702	237	1	0	13	2	81	1	0	0	0	0	0	0	0	3	0	0	0	2	0	114	361	637	454	930	455	615	0	8	434	0	5	53	20	8	0	1515	0	196	18	40	275	292	338	104	24	0	0	0	0	2	0	0	0	0	20	12	2	26	291	39	140	0	1	0	0	0	0	0	2	0	0	0	89	29	0	81	0	1012	140	964	1104	182	0	0	0	0	10	28	7	155	4	126	137	0	118	0	0	0	0	0	0	0	0	19	0	2	0	0	9651	250	853	0	21	11	7	6	0	4	0	0	0	0	0	0	0	89	36	387	41	0	0	31	6	1246	221	1	2	0	41	9	746	1759	335	80	482	152	0	0	17	5	19	2	24	63	31	123	168	0	2	0	60	217	21	0
ASV_24	50	351	370	342	80	44	470	267	182	47	130	0	25	53	7	11	39	28	22	0	0	0	709	371	1004	0	7	65	80	57	178	616	165	286	463	236	269	72	277	2	10	212	1081	346	83	2	140	15	4	1197	96	5	477	529	449	322	36	113	24	30	40	59	24	223	4	5	17	116	136	102	0	24	41	94	4	17	236	604	1223	822	87	81	72	166	129	39	43	5	130	0	191	1	118	66	384	67	89	17	35	0	0	0	2476	19	411	714	12	46	29	3	15	186	144	104	178	166	291	89	12	13	22	528	170	272	0	33	8	10	237	311	69	11	4	165	39	15	2	1	0	1	14	1	0	3	897	959	54	8	79	3	6	0	17	0	40	914	418	0	0	505	240	97	6	130	13	111	1	15	0	2	60	7	3	120	0	0	0
ASV_25	0	33	4	2	2	330	71	58	142	116	31	36	39	28	11	161	5	0	11	13	3	1	10	601	46	238	89	38	84	227	178	28	42	16	8	33	12	21	0	321	33	0	3	47	46	32	14	62	33	12	6	3	11	8	16	17	20	107	4	10	66	37	1	56	524	153	100	128	98	55	510	127	25	67	586	223	95	10	20	7	87	11	39	73	44	17	15	98	31	249	26	86	9	15	1	105	53	406	60	42	30	17	14	7	3	4	11	32	24	19	27	10	33	187	682	176	250	6	23	17	25	2	26	23	813	161	283	108	14	5	89	259	547	139	419	34	3243	93	86	290	39	20	105	505	153	3	57	216	290	44	155	178	50	14	11	85	51	41	33	6	13	21	116	4	4	25	51	84	1570	1353	35	193	52	4	2617	3415	0
ASV_26	0	52	0	0	0	0	0	0	1	277	0	9	0	0	0	0	1	240	12362	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	11	0	24	51	0	0	6	7	0	0	10	0	0	0	0	0	0	0	12591	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	17	16	12	12	0	54	0	8	0	0	7	0	0	0	0	0	0	0
ASV_27	252	997	2	0	4	1	2	0	23	5	0	1508	2448	0	0	1	3	37	1	6	0	0	0	0	0	0	0	0	0	0	0	0	9	14	11	38	237	193	93	0	2	68	0	5	8	1	0	0	94	0	0	39	11	33	28	46	104	62	0	0	0	0	3	1	0	0	0	0	0	0	1041	2435	4	25	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	28	220	148	343	1569	56	0	0	0	0	0	0	0	8	0	26	16	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	3974	46	366	0	2	1	2	0	0	0	0	0	0	0	0	0	0	1018	464	1849	438	0	1	2	0	294	79	0	0	0	7	3	188	305	91	40	302	7	0	0	3	1	2	14	7	863	220	697	1246	0	0	2	9	779	225	0
ASV_28	1196	53	31	36	0	6	60	210	27	3	76	1334	18	42	4	58	3	19	0	0	0	0	2615	245	119	0	13	234	511	140	77	53	85	305	312	209	420	97	31	32	14	39	75	28	63	14	275	10	20	58	516	1	185	111	234	205	224	75	53	0	67	46	18	8	128	47	23	310	182	61	1	10	76	80	0	0	1569	222	615	57	48	32	26	1099	124	212	121	0	64	30	358	59	45	731	16	8	8	8	0	10	0	19	854	9	256	75	26	63	42	74	40	318	467	95	331	209	1340	74	68	52	90	665	177	85	0	23	22	12	28	54	0	0	8	64	32	6	8	1	0	0	16	0	5	0	102	5	7	6	298	150	188	26	25	36	5	40	9	0	0	23	16	0	0	11	5	0	3	0	0	2	229	51	57	21	4	1	0
ASV_29	0	0	414	28	9	9	110	9	12	327	850	0	0	4937	1783	337	1359	318	164	1444	926	1107	0	0	0	2	6	0	0	0	0	0	0	1	0	0	0	1	0	33	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	37	710	865	521	1027	206	10	664	1090	1195	639	519	566	3	13	190	141	282	284	19	0	0	0	7	4	7	0	0	0	0	0	0	0	0	0	0	0	0	14	23	20	9	166	216	61	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	22	3	8	10	0	4	2	6	2	2	0	0	0	0	21	20	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	31	23	68	2	38	4	86	84	36	1	2	0	0	0	9	9	0	0
ASV_30	0	25	2	8	183	16	7	0	37	34	0	2	13	28	0	78	12	417	514	6	0	14	0	0	0	19	7	0	0	0	0	0	0	0	0	0	3	0	0	26	61	1	0	0	61	10	0	0	0	0	0	0	0	0	0	0	0	2	111	109	1386	761	387	55	7	2	0	0	0	0	0	4	4	5	3149	962	0	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0	0	7	1	32	9	29	6	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	13	3	0	0	0	0	32	97	17	0	0	0	92	0	0	0	3	1	48	65	0	0	11	20	0	0	0	0	0	0	0	355	7	21	21	3	1	46	197	1	9700	36	83	5	16	4	0	2	0	1	594	140	0
ASV_31	0	0	0	1	0	54	2	1	0	0	0	0	0	0	0	137	0	0	0	0	0	1	0	0	0	1577	0	0	2	0	4	0	0	0	0	0	0	9	0	16	3	0	0	0	0	0	0	5	0	0	0	0	9	4	0	0	0	0	0	5	35	28	0	2	235	23	0	41	14	4	0	0	0	0	0	3	27	5	10	0	130	8	0	1	0	0	0	21	0	0	0	3	0	5	1	3	2	29	0	0	3	0	0	8	0	0	225	73	35	112	312	0	23	4	12	10	2	0	0	2	0	0	42	0	12547	30	151	6	0	0	0	15	334	0	1	0	3249	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	1	5	0	0	0	5	0	3	12	4	0
ASV_32	403	53	0	0	0	0	116	318	85	0	0	581	0	0	0	154	0	0	0	0	0	0	1251	235	102	0	0	147	254	293	332	67	161	288	242	137	206	218	0	0	0	0	168	88	0	0	207	0	0	174	516	0	174	113	164	192	99	63	0	0	0	0	0	104	107	41	0	291	187	0	0	0	107	112	0	0	629	124	339	65	0	0	0	624	254	246	0	0	0	0	182	20	0	390	93	0	0	0	0	0	0	0	1108	0	363	138	0	0	0	0	0	318	415	272	707	276	987	0	0	0	0	651	111	112	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	167	0	0	0	243	265	501	0	0	22	0	158	244	0	0	101	0	0	0	0	0	0	0	0	0	0	222	232	235	0	0	0	0
ASV_33	0	1	384	32	12	13	74	10	7	338	855	0	0	3270	1107	313	991	365	175	711	413	545	0	0	3	3	3	0	1	0	0	0	0	0	0	0	0	3	1	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	23	655	852	472	1058	251	13	568	869	937	736	664	559	2	6	211	176	225	207	7	0	6	0	6	7	3	4	0	0	0	0	1	0	0	0	0	0	0	25	35	25	14	170	324	51	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	11	0	13	4	0	10	0	8	4	1	0	0	0	0	38	24	0	0	0	0	0	0	3	0	0	1	0	2	0	0	1	38	28	36	1	20	2	79	80	10	2	3	0	0	0	9	7	1	0
ASV_34	0	0	153	6	17	29	38	2	4	381	487	2	0	3254	1686	550	1308	147	115	1187	800	1113	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	19	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	358	513	432	674	157	6	953	965	1181	274	268	325	3	12	69	92	220	175	11	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	12	14	8	155	135	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	11	6	0	3	0	4	0	5	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	15	6	11	2	88	104	32	1	4	0	0	1	6	7	5	0
ASV_35	210	90	0	0	100	9	0	0	21	42	0	1618	3871	1	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10112	0	0	0	0	0	0	0	0	0	2	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	286	0	9	1114	53	3	0	0	0	0	0	0	0	0	7	0	0	0
ASV_36	106	0	0	0	20	0	40	82	100	38	151	0	0	244	60	0	0	149	0	0	0	0	0	160	0	0	0	0	166	128	0	0	292	278	155	0	150	0	0	149	193	0	0	0	0	208	0	0	84	0	0	0	311	213	307	332	192	48	0	0	0	0	66	191	0	60	32	314	310	152	34	41	220	95	53	48	129	93	131	75	99	0	0	188	0	385	0	0	213	0	117	0	0	156	140	159	226	178	247	103	0	183	354	0	92	43	0	0	0	0	0	0	0	258	516	0	788	905	0	0	763	0	0	0	0	326	293	152	102	62	92	71	0	169	121	58	108	22	0	0	66	8	207	89	0	125	102	29	464	0	191	227	148	0	0	139	0	202	213	0	0	76	0	0	0	0	0	0	18	26	0	0	0	148	160	76	0
ASV_37	47	189	210	160	44	39	289	153	114	18	61	0	25	30	6	13	23	8	20	0	0	0	349	256	561	0	3	31	32	40	114	354	69	129	185	96	112	56	117	0	3	95	771	243	39	0	51	6	0	872	33	0	325	253	231	166	20	74	23	21	19	36	14	106	0	0	10	60	54	57	0	9	17	50	0	10	145	378	640	550	44	27	40	72	62	15	36	0	81	0	94	0	61	34	199	40	41	14	14	0	0	0	1365	13	277	487	5	18	10	3	8	65	75	57	114	97	156	37	5	12	0	250	113	137	0	12	0	0	119	166	52	12	0	70	25	9	0	0	0	0	9	0	0	0	571	525	31	0	39	0	0	0	4	0	14	517	291	0	0	304	157	63	10	93	4	68	0	0	0	0	25	0	7	62	0	0	0
ASV_38	2200	47	0	0	0	80	19	65	19	13	30	1438	44	36	2	328	7	0	0	0	0	0	578	350	35	0	1	27	77	27	36	27	7	15	39	41	89	74	7	0	0	7	26	72	4	0	11	2	6	51	43	8	126	33	94	77	101	318	0	0	4	2	0	6	385	29	25	44	21	15	15	52	16	67	0	0	3067	66	278	35	3	1	3	132	7	16	32	12	23	2978	79	482	18	229	1	0	0	2	0	0	0	0	318	96	142	61	0	12	0	0	0	13	52	13	60	63	229	10	9	5	14	155	76	10	0	0	0	0	4	14	0	0	63	2	2	1	40	0	0	0	9	0	0	0	86	0	0	2	32	28	32	3	0	38	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	12	5	0	0	0	0
ASV_39	0	0	0	0	7	22	0	0	13	835	16	31	180	42	3	785	390	0	1	1	0	2	0	18	0	164	205	0	0	0	1	4	20	0	5	46	9	49	11	145	24	12	0	2	8	11	0	0	81	0	0	0	40	14	98	64	2	183	0	0	2	0	0	9	132	14	58	25	8	34	847	1495	19	349	7	36	0	0	0	0	27	0	9	0	0	0	0	0	0	310	0	162	49	27	16	0	0	2	0	776	60	691	0	0	0	0	6	146	57	51	82	0	0	3	2	0	4	0	0	0	0	41	133	224	383	21	6	2	2	3	2	145	7	1	0	0	1820	36	40	304	1	137	0	13	9	1	981	1519	1	0	4	5	3	10	25	155	17	11	8	0	0	22	30	0	46	10	221	200	95	141	3	0	0	0	64	525	0
ASV_40	580	32	38	83	0	9	22	112	27	0	58	762	17	29	0	30	3	0	0	0	0	0	1276	206	81	0	0	116	249	81	54	51	42	218	178	144	162	89	30	0	0	46	137	114	9	0	147	0	16	200	434	3	154	93	158	175	121	79	0	0	0	0	0	0	66	53	8	146	107	31	2	12	78	56	0	0	889	118	364	80	15	0	0	566	81	137	78	0	50	19	201	43	28	416	28	0	0	19	0	0	0	0	1137	29	357	122	0	58	0	0	0	194	260	72	212	115	788	83	71	57	70	535	89	62	0	0	0	0	18	21	30	11	6	28	19	0	14	0	0	0	19	0	0	0	160	32	0	0	145	80	77	16	11	23	14	122	210	0	0	34	0	0	0	0	0	0	0	0	1	0	124	58	32	0	1	0	0
ASV_41	245	349	0	0	4	28	0	1	25	0	0	2994	3834	0	0	0	4	24	0	0	0	0	0	0	0	11	0	0	0	5	0	0	0	2	2	0	32	406	0	0	0	11	0	0	0	0	0	0	0	0	0	0	131	0	6	4	59	27	0	0	0	0	0	6	0	0	0	0	0	0	3097	486	22	14	0	13	0	0	0	0	0	0	0	7	0	0	1	0	1	611	23	88	27	617	3	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	741	2	231	0	0	2	1	0	0	0	0	0	0	0	0	0	0	244	323	948	154	0	1	0	0	0	3	0	0	0	0	0	1	0	40	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0
ASV_42	957	62	9	58	3	12	21	99	23	9	42	993	18	33	7	77	2	0	0	0	0	0	1080	247	65	0	4	74	162	75	45	54	32	110	103	108	150	114	32	0	0	37	144	152	19	6	77	11	13	198	263	3	204	72	183	214	121	100	12	6	11	12	18	7	110	38	15	164	72	24	1	14	49	63	0	1	1508	134	431	77	5	4	0	370	38	81	62	5	36	42	173	67	34	334	15	0	0	13	0	0	0	0	1079	21	346	122	5	52	0	0	0	87	182	46	184	127	718	57	32	35	47	451	118	41	1	0	0	0	17	19	2	1	18	22	17	6	11	0	0	0	11	0	0	1	158	27	0	4	88	71	67	12	5	24	5	94	216	0	0	11	6	3	3	0	0	0	0	0	0	0	99	26	22	0	0	0	3
ASV_43	55	122	0	0	38	113	1	0	83	32	0	40	905	24	0	10	31	9	27	0	0	0	0	0	1	36	0	0	0	0	10	0	0	0	0	0	3	0	0	26	18	0	0	0	10	24	0	2	0	0	0	0	2	1	3	58	10	23	0	0	39	13	7	0	1	0	0	16	0	5	10	204	0	0	175	14	30	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	5	1	6	1	0	0	0	1	17	21	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	573	54	184	37	0	1	0	16	71	0	35	0	0	0	0	0	0	0	37	185	0	1	64	37	0	0	0	0	0	14	51	0	0	2364	12	0	0	0	4	0	0	1	0	5	232	1081	1	1	0	8	3614	4280	0
ASV_44	19	92	278	250	14	2	278	135	65	9	83	0	3	28	6	1	2	15	14	0	0	0	481	115	510	0	7	61	59	61	63	234	116	220	347	156	180	23	143	2	8	120	466	84	39	5	149	4	0	462	58	0	184	312	238	181	33	14	21	9	7	25	10	153	0	5	8	113	122	55	0	4	27	32	0	2	53	327	538	338	59	57	25	131	72	37	34	0	87	0	107	0	46	42	232	29	79	2	25	0	0	0	1367	0	189	263	8	18	18	0	8	150	105	86	128	84	177	63	11	10	12	286	73	116	0	28	0	1	135	111	53	7	0	115	43	7	0	2	0	0	3	2	0	4	297	442	27	0	61	0	0	0	11	0	18	440	167	0	0	280	124	48	0	70	3	38	0	1	0	0	31	1	13	73	0	0	0
ASV_45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	8885	0	0	0	0	0	0	0	0	0	0	0	0	3241	1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_46	16	72	244	221	19	1	229	93	49	12	93	2	0	24	9	0	7	25	13	0	0	0	439	94	409	0	4	56	69	57	38	235	109	277	331	155	178	18	152	0	10	130	344	73	55	6	127	12	0	315	78	1	119	326	193	146	24	26	14	15	5	14	13	137	2	0	7	89	130	58	0	4	29	45	0	2	56	290	429	226	41	43	51	103	69	25	25	0	84	0	117	0	61	55	245	35	70	0	22	0	0	0	1011	0	126	160	13	21	11	3	3	156	76	86	136	86	167	76	3	13	22	369	62	138	0	22	6	5	125	111	55	0	0	104	33	16	0	4	0	0	8	2	0	0	192	339	44	1	55	1	7	0	12	0	16	340	175	0	0	251	115	48	0	81	1	35	0	1	0	3	26	3	12	75	0	0	0
ASV_47	0	0	0	9	0	4	0	0	52	0	0	0	0	65	6	24	22	0	38	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	7437	68	0	0	83	0	0	0	0	0	0	22	0	0	0	2	716	317	13	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	19	828	0	0	1	0	5	5	0	0	1	0	0	22	0	0	7	17	0	0	0	0	0	0	0	26	136	0	0	0	35	73	0	0	0	6	2	1	0	0	0	5	1352	0	7	0	0	0	0	1091	23	0	0	0	1	241	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_48	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	72	649	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1427	10119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	16	0	0	0	0	0	0	0	82	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV_49	52	357	0	0	0	0	0	0	24	9	0	236	519	0	0	21	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	54	28	127	128	78	0	0	44	0	0	5	0	0	0	714	0	7	63	4	40	63	70	25	24	0	0	0	0	0	0	0	0	0	0	1	0	53	417	3	38	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	701	269	638	482	176	9	0	0	0	0	0	0	0	15	19	29	44	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2698	63	116	8	0	0	0	0	0	0	0	0	0	0	0	0	0	508	258	202	91	0	0	12	0	454	178	0	0	0	0	0	762	695	34	34	14	6	0	0	0	103	1	4	20	115	36	517	260	0	0	0	12	78	14	0
ASV_50	14	3	0	2	3	0	0	0	0	0	0	131	419	0	0	131	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	1	1	0	7	0	0	0	0	0	0	1798	23	0	0	134	9982	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	9	2	21	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	216	15	7	50	2	1	14	62	6	0	38	364	6	19	2	5	2	0	0	0	0	0	1132	49	88	0	0	129	271	76	33	26	75	251	234	135	186	33	46	2	5	27	100	21	16	0	194	4	7	126	388	0	57	101	113	109	110	30	9	2	1	0	14	7	8	6	10	146	94	17	0	6	67	31	0	1	332	110	259	44	9	0	0	581	60	160	82	1	36	0	170	2	17	343	30	0	3	11	0	0	0	0	902	0	195	59	9	12	0	0	0	234	313	87	234	112	733	71	50	52	84	515	47	47	0	0	0	0	19	17	0	0	0	28	14	1	4	0	0	0	11	0	0	0	54	29	0	1	123	54	92	25	14	15	18	106	102	0	4	25	2	0	0	0	0	0	1	0	0	0	107	14	23	0	1	0	0
ASV_52	45	454	0	0	1	0	0	0	6	0	0	1117	1329	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	3	2	3	2	43	58	6	0	0	7	0	0	0	0	0	0	1	0	0	0	5	0	2	1	39	6	0	0	0	0	0	0	0	0	0	0	0	0	509	822	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	166	75	214	909	6	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	7	2875	3	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039	257	1578	181	0	0	0	0	0	9	0	0	0	0	0	35	11	33	0	6	2	0	0	0	0	1	0	0	9	0	6	27	0	0	0	0	12	0	0
ASV_53	0	18	0	0	0	958	350	569	389	271	65	0	26	0	0	3112	42	0	0	0	0	0	0	70	9	0	0	0	0	256	867	10	38	0	0	3	4	161	26	0	0	20	0	58	0	0	0	39	0	23	0	5	0	12	34	86	2	104	0	0	0	0	0	124	168	33	29	119	66	72	0	158	15	223	19	55	10	0	3	0	22	0	0	1	52	0	0	8	0	0	0	51	8	16	36	0	0	0	0	4	0	0	8	19	24	17	0	0	0	0	68	0	0	94	406	154	84	0	0	0	4	7	133	79	0	0	0	0	3	9	0	0	147	22	141	0	74	0	0	478	0	12	0	5	23	5	0	22	14	105	289	0	6	0	0	0	221	0	0	0	0	0	0	0	60	0	0	51	0	0	25	242	37	0	0	0	0
